,0
2998,10
2999,0
3000,0
3001,46
3002,30
3003,36
3004,47
3005,10
3006,19
3007,44
3008,25
3009,2
3010,39
3011,36
3012,36
3013,12
3014,36
3015,2
3016,2
3017,44
3018,26
3019,10
3020,38
3021,48
3022,12
3023,47
3024,23
3025,24
3026,17
3027,12
3028,31
3029,10
3030,26
3031,37
3032,29
3033,25
3034,36
3035,26
3036,41
3037,49
3038,2
3039,13
3040,35
3041,8
3042,47
3043,34
3044,34
3045,10
3046,24
3047,13
3048,12
3049,11
3050,30
3051,7
3052,8
3053,36
3054,8
3055,19
3056,28
3057,12
3058,48
3059,8
3060,42
3061,3
3062,3
3063,3
3064,18
3065,16
3066,22
3067,30
3068,6
3069,30
3070,3
3071,29
3072,45
3073,6
3074,28
3075,36
3076,14
3077,42
3078,14
3079,22
3080,40
3081,10
3082,19
3083,11
3084,10
3085,35
3086,48
3087,49
3088,37
3089,8
3090,41
3091,10
3092,2
3093,29
3094,48
3095,3
3096,30
3097,38
3098,7
3099,7
3100,2
3101,46
3102,46
3103,3
3104,18
3105,12
3106,12
3107,36
3108,47
3109,30
3110,47
3111,2
3112,42
3113,1
3114,47
3115,41
3116,45
3117,11
3118,11
3119,30
3120,45
3121,42
3122,47
3123,38
3124,41
3125,47
3126,7
3127,27
3128,20
3129,18
3130,19
3131,8
3132,31
3133,9
3134,38
3135,48
3136,22
3137,15
3138,17
3139,43
3140,49
3141,31
3142,8
3143,2
3144,21
3145,36
3146,31
3147,41
3148,12
3149,18
3150,46
3151,38
3152,24
3153,34
3154,42
3155,30
3156,42
3157,28
3158,23
3159,39
3160,47
3161,42
3162,12
3163,14
3164,48
3165,6
3166,18
3167,24
3168,33
3169,38
3170,38
3171,45
3172,5
3173,3
3174,45
3175,40
3176,40
3177,40
3178,24
3179,43
3180,15
3181,43
3182,6
3183,38
3184,35
3185,28
3186,49
3187,1
3188,24
3189,27
3190,46
3191,46
3192,4
3193,45
3194,38
3195,20
3196,15
3197,29
3198,20
3199,1
3200,24
3201,35
3202,8
3203,32
3204,9
3205,28
3206,20
3207,19
3208,30
3209,47
3210,49
3211,17
3212,21
3213,42
3214,45
3215,5
3216,4
3217,23
3218,42
3219,20
3220,20
3221,20
3222,23
3223,23
3224,49
3225,38
3226,43
3227,49
3228,49
3229,28
3230,2
3231,48
3232,48
3233,15
3234,24
3235,0
3236,29
3237,32
3238,27
3239,17
3240,23
3241,17
3242,17
3243,0
3244,24
3245,8
3246,3
3247,48
3248,42
3249,23
3250,29
3251,45
3252,21
3253,21
3254,15
3255,38
3256,35
3257,35
3258,35
3259,36
3260,43
3261,16
3262,16
3263,29
3264,16
3265,7
3266,2
3267,10
3268,28
3269,15
3270,15
3271,11
3272,33
3273,24
3274,15
3275,30
3276,42
3277,3
3278,43
3279,34
3280,12
3281,48
3282,0
3283,35
3284,3
3285,12
3286,28
3287,2
3288,21
3289,3
3290,23
3291,36
3292,39
3293,24
3294,29
3295,1
3296,44
3297,33
3298,38
3299,5
3300,23
3301,1
3302,29
3303,42
3304,3
3305,20
3306,1
3307,23
3308,35
3309,8
3310,11
3311,26
3312,4
3313,38
3314,20
3315,42
3316,17
3317,14
3318,48
3319,48
3320,42
3321,21
3322,8
3323,8
3324,39
3325,29
3326,36
3327,19
3328,32
3329,41
3330,35
3331,18
3332,27
3333,17
3334,5
3335,0
3336,20
3337,47
3338,24
3339,23
3340,42
3341,45
3342,14
3343,48
3344,35
3345,24
3346,3
3347,14
3348,48
3349,41
3350,41
3351,32
3352,29
3353,32
3354,8
3355,30
3356,12
3357,38
3358,9
3359,41
3360,25
3361,38
3362,26
3363,38
3364,8
3365,10
3366,20
3367,1
3368,30
3369,32
3370,3
3371,45
3372,0
3373,10
3374,37
3375,17
3376,47
3377,24
3378,23
3379,16
3380,29
3381,2
3382,34
3383,42
3384,2
3385,33
3386,43
3387,36
3388,12
3389,3
3390,29
3391,21
3392,25
3393,8
3394,46
3395,10
3396,28
3397,45
3398,11
3399,16
3400,9
3401,32
3402,29
3403,25
3404,47
3405,25
3406,15
3407,1
3408,8
3409,46
3410,14
3411,41
3412,0
3413,12
3414,32
3415,18
3416,5
3417,20
3418,40
3419,2
3420,36
3421,34
3422,32
3423,36
3424,47
3425,47
3426,19
3427,35
3428,42
3429,21
3430,46
3431,45
3432,36
3433,22
3434,15
3435,7
3436,7
3437,11
3438,13
3439,18
3440,46
3441,14
3442,2
3443,8
3444,4
3445,31
3446,47
3447,22
3448,4
3449,47
3450,25
3451,5
3452,10
3453,43
3454,29
3455,9
3456,2
3457,45
3458,3
3459,38
3460,48
3461,48
3462,14
3463,6
3464,39
3465,35
3466,11
3467,48
3468,48
3469,12
3470,18
3471,4
3472,25
3473,1
3474,28
3475,35
3476,7
3477,19
3478,38
3479,8
3480,48
3481,32
3482,16
3483,10
3484,28
3485,38
3486,8
3487,43
3488,23
3489,16
3490,17
3491,37
3492,39
3493,43
3494,9
3495,16
3496,37
3497,33
3498,0
3499,4
3500,6
3501,25
3502,26
3503,4
3504,34
3505,33
3506,19
3507,12
3508,30
3509,26
3510,48
3511,38
3512,14
3513,37
3514,40
3515,32
3516,1
3517,21
3518,17
3519,46
3520,5
3521,38
3522,19
3523,24
3524,27
3525,36
3526,22
3527,26
3528,11
3529,11
3530,36
3531,10
3532,19
3533,43
3534,16
3535,32
3536,25
3537,25
3538,0
3539,21
3540,6
3541,10
3542,31
3543,10
3544,9
3545,36
3546,19
3547,23
3548,23
3549,37
3550,18
3551,45
3552,21
3553,46
3554,41
3555,30
3556,46
3557,34
3558,14
3559,8
3560,28
3561,47
3562,32
3563,34
3564,41
3565,3
3566,31
3567,47
3568,49
3569,48
3570,20
3571,22
3572,26
3573,45
3574,45
3575,11
3576,3
3577,0
3578,37
3579,45
3580,19
3581,29
3582,42
3583,3
3584,16
3585,3
3586,46
3587,31
3588,47
3589,2
3590,18
3591,45
3592,36
3593,24
3594,21
3595,36
3596,19
3597,41
3598,24
3599,4
3600,42
3601,24
3602,36
3603,26
3604,47
3605,37
3606,23
3607,7
3608,29
3609,47
3610,47
3611,31
3612,29
3613,23
3614,4
3615,2
3616,19
3617,45
3618,48
3619,35
3620,29
3621,17
3622,35
3623,36
3624,36
3625,36
3626,37
3627,43
3628,2
3629,46
3630,42
3631,36
3632,46
3633,34
3634,26
3635,7
3636,7
3637,11
3638,10
3639,28
3640,48
3641,34
3642,36
3643,46
3644,3
3645,42
3646,7
3647,5
3648,29
3649,33
3650,24
3651,19
3652,30
3653,10
3654,23
3655,21
3656,25
3657,29
3658,26
3659,38
3660,28
3661,2
3662,12
3663,16
3664,46
3665,24
3666,12
3667,41
3668,48
3669,2
3670,19
3671,12
3672,8
3673,5
3674,24
3675,7
3676,34
3677,2
3678,24
3679,9
3680,48
3681,34
3682,16
3683,2
3684,19
3685,43
3686,19
3687,45
3688,42
3689,7
3690,30
3691,24
3692,44
3693,48
3694,32
3695,8
3696,7
3697,29
3698,23
3699,15
3700,28
3701,30
3702,31
3703,18
3704,6
3705,32
3706,42
3707,12
3708,34
3709,39
3710,25
3711,0
3712,31
3713,21
3714,3
3715,1
3716,38
3717,6
3718,2
3719,1
3720,48
3721,32
3722,13
3723,35
3724,38
3725,16
3726,36
3727,41
3728,5
3729,19
3730,19
3731,19
3732,25
3733,34
3734,28
3735,46
3736,10
3737,11
3738,48
3739,44
3740,3
3741,43
3742,4
3743,45
3744,25
3745,32
3746,15
3747,32
3748,29
3749,3
3750,38
3751,45
3752,49
3753,23
3754,17
3755,9
3756,45
3757,25
3758,7
3759,24
3760,29
3761,19
3762,49
3763,2
3764,26
3765,45
3766,42
3767,47
3768,36
3769,2
3770,47
3771,34
3772,31
3773,37
3774,29
3775,41
3776,24
3777,38
3778,37
3779,33
3780,42
3781,0
3782,24
3783,26
3784,3
3785,34
3786,18
3787,47
3788,21
3789,13
3790,28
3791,15
3792,33
3793,25
3794,45
3795,33
3796,41
3797,9
3798,46
3799,38
3800,33
3801,3
3802,10
3803,28
3804,46
3805,29
3806,48
3807,16
3808,25
3809,26
3810,17
3811,39
3812,49
3813,34
3814,35
3815,34
3816,7
3817,24
3818,12
3819,12
3820,29
3821,6
3822,36
3823,19
3824,36
3825,32
3826,27
3827,11
3828,42
3829,43
3830,44
3831,42
3832,26
3833,43
3834,30
3835,2
3836,8
3837,29
3838,3
3839,26
3840,46
3841,0
3842,42
3843,43
3844,39
3845,23
3846,45
3847,23
3848,0
3849,34
3850,29
3851,11
3852,25
3853,37
3854,34
3855,8
3856,6
3857,4
3858,31
3859,26
3860,26
3861,4
3862,38
3863,38
3864,4
3865,29
3866,29
3867,4
3868,35
3869,42
3870,29
3871,11
3872,42
3873,42
3874,42
3875,26
3876,25
3877,46
3878,31
3879,38
3880,32
3881,27
3882,15
3883,8
3884,24
3885,20
3886,35
3887,29
3888,2
3889,11
3890,19
3891,3
3892,8
3893,35
3894,0
3895,3
3896,23
3897,49
3898,44
3899,31
3900,38
3901,34
3902,39
3903,39
3904,41
3905,49
3906,13
3907,27
3908,8
3909,30
3910,42
3911,18
3912,29
3913,28
3914,42
3915,31
3916,48
3917,48
3918,49
3919,2
3920,30
3921,37
3922,48
3923,44
3924,36
3925,10
3926,23
3927,11
3928,23
3929,37
3930,29
3931,20
3932,34
3933,33
3934,4
3935,22
3936,42
3937,17
3938,6
3939,3
3940,42
3941,31
3942,9
3943,31
3944,35
3945,38
3946,1
3947,48
3948,2
3949,0
3950,31
3951,42
3952,19
3953,17
3954,47
3955,38
3956,38
3957,38
3958,8
3959,1
3960,37
3961,9
3962,42
3963,24
3964,33
3965,26
3966,42
3967,35
3968,24
3969,38
3970,16
3971,29
3972,17
3973,6
3974,25
3975,10
3976,44
3977,35
3978,25
3979,24
3980,39
3981,1
3982,17
3983,27
3984,29
3985,29
3986,29
3987,42
3988,48
3989,45
3990,20
3991,29
3992,31
3993,35
3994,41
3995,48
3996,24
3997,21
3998,33
3999,20
4000,20
4001,10
4002,22
4003,22
4004,22
4005,22
4006,22
4007,11
4008,38
4009,13
4010,22
4011,22
4012,22
4013,27
4014,2
4015,22
4016,20
4017,13
4018,22
4019,10
4020,27
4021,22
4022,22
4023,22
4024,22
4025,22
4026,49
4027,22
4028,22
4029,22
4030,11
4031,34
4032,22
4033,14
4034,40
4035,14
4036,22
4037,22
4038,22
4039,22
4040,40
4041,44
4042,22
4043,15
4044,22
4045,15
